DOI,title,authors,year,scholar_cluster_id,chemrxiv_id,source_orcids,author_overlap_count
10.1021/JA512751Q,Accurate and Reliable Prediction of Relative Ligand Binding Potency in Prospective Drug Discovery by Way of a Modern Free-Energy Calculation Protocol and Force Field,Lingle Wang; Yujie Wu; Yuqing Deng; Byungchan Kim; Levi Pierce; Goran Krilov; Dmitry Lupyan; Shaughnessy Robinson; Markus K. Dahlgren; Jeremy Greenwood; Donna L. Romero; Craig Masse; Jennifer L. Knight; Thomas Steinbrecher; Thijs Beuming; Wolfgang Damm; Ed Harder; Woody Sherman; Mark Brewer; Ron Wester; Mark Murcko; Leah Frye; Ramy Farid; Teng Lin; David L. Mobley; William L. Jorgensen; Bruce J. Berne; Richard A. Friesner; Robert Abel,2015,,,0000-0002-1083-5533,1
10.1021/ACS.JCIM.5B00057,Is Ring Breaking Feasible in Relative Binding Free Energy Calculations?,Shuai Liu; Lingle Wang; David L. Mobley,2015,,,0000-0002-1083-5533,1
10.1063/1.4906491,"Predicting the excess solubility of acetanilide, acetaminophen, phenacetin, benzocaine, and caffeine in binary water/ethanol mixtures via molecular simulation",Andrew S. Paluch; Sreeja Parameswaran; Shuai Liu; Anasuya Kolavennu; David L. Mobley,2015,,,0000-0002-1083-5533,1
10.1021/ACS.LANGMUIR.5B00842,Identifying Differences and Similarities in Static and Dynamic Contact Angles between Nanoscale and Microscale Textured Surfaces Using Molecular Dynamics Simulations,Mitchell R. Slovin; Michael R. Shirts,2015,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/CT501047E,Linear Basis Function Approach to Efficient Alchemical Free Energy Calculations. 2. Inserting and Deleting Particles with Coulombic Interactions,Levi N. Naden; Michael R. Shirts,2015,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/LA504768G,Effects of Polymer Graft Properties on Protein Adsorption and Transport in Ion Exchange Chromatography: A Multiscale Modeling Study,Joseph E. Basconi; Giorgio Carta; Michael R. Shirts,2015,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1007/S11120-014-0027-3,Constrained geometric dynamics of the Fenna–Matthews–Olson complex: the role of correlated motion in reducing uncertainty in excitation energy transfer,Alexander S. Fokas; Daniel J. Cole; Alex W. Chin,2014,,,0000-0003-2933-0719,1
10.1016/J.JMGM.2014.05.001,Constrained geometric simulation of the nicotinic acetylcholine receptor,William J. Belfield; Daniel J. Cole; Ian L. Martin; Mike C. Payne; P.-L. Chau,2014,,,0000-0003-2933-0719,1
10.1021/CT400989X,Enhanced Monte Carlo Sampling through Replica Exchange with Solute Tempering,Daniel J. Cole; Julian Tirado-Rives; William L. Jorgensen,2014,,,0000-0003-2933-0719,1
10.1021/JZ5018703,Large-Scale Density Functional Theory Transition State Searching in Enzymes,Greg Lever; Daniel J. Cole; Richard Lonsdale; Kara E. Ranaghan; David J. Wales; Adrian J. Mulholland; Chris-Kriton Skylaris; Mike C. Payne,2014,,,0000-0003-2933-0719,1
10.1073/PNAS.1322966111,Renormalization of myoglobin–ligand binding energetics by quantum many-body effects,Cédric Weber; Daniel J. Cole; David D. O’Regan; Mike C. Payne,2014,,,0000-0003-2933-0719,1
10.1021/JP411529H,"A Fixed-Charge Model for Alcohol Polarization in the Condensed Phase, and Its Role in Small Molecule Hydration",Christopher J. Fennell; Karisa L. Wymer; David L. Mobley,2014,,,0000-0002-1083-5533,1
10.1007/S10822-014-9723-5,Blind prediction of HIV integrase binding from the SAMPL4 challenge,David L. Mobley; Shuai Liu; Nathan M. Lim; Karisa L. Wymer; Alexander L. Perryman; Stefano Forli; Nanjie Deng; Justin Su; Kim Branson; Arthur J. Olson,2014,,,0000-0002-1083-5533,1
10.1007/S10822-014-9718-2,Blind prediction of solvation free energies from the SAMPL4 challenge,David L. Mobley; Karisa L. Wymer; Nathan M. Lim; J. Peter Guthrie,2014,,,0000-0002-1083-5533,1
10.1007/S10822-014-9766-7,Box size effects are negligible for solvation free energies of neutral solutes,Sreeja Parameswaran; David L. Mobley,2014,,,0000-0002-1083-5533,1
10.1007/S10822-014-9747-X,"FreeSolv: a database of experimental and calculated hydration free energies, with input files",David L. Mobley; J. Peter Guthrie,2014,,,0000-0002-1083-5533,1
10.1021/LA500511P,Thermodynamics of Coupled Protein Adsorption and Stability Using Hybrid Monte Carlo Simulations,Ellen D. Zhong; Michael R. Shirts,2014,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/CT4009188,Linear Basis Function Approach to Efficient Alchemical Free Energy Calculations. 1. Removal of Uncharged Atomic Sites,Levi N. Naden; Tri T. Pham; Michael R. Shirts,2014,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1007/S10822-014-9716-4,Converging free energies of binding in cucurbit[7]uril and octa-acid host–guest systems from SAMPL4 using expanded ensemble simulations,Jacob I. Monroe; Michael R. Shirts,2014,,,0000-0003-3249-1097,1
10.1002/PROT.24346,Investigating the mutation resistance of nonnucleoside inhibitors of HIV-RT using multiple microsecond atomistic simulations,Jacob I. Monroe; Walid G. El-Nahal; Michael R. Shirts,2014,,,0000-0003-3249-1097,1
10.1002/AIC.14621,Multiscale modeling of protein adsorption and transport in macroporous and polymer‐grafted ion exchangers,Joseph E. Basconi; Giorgio Carta; Michael R. Shirts,2014,,,0000-0003-3249-1097,1
10.1002/JCC.23150,Natural bond orbital analysis in the ONETEP code: Applications to large protein systems,Louis P. Lee; Daniel J. Cole; Mike C. Payne; Chris‐Kriton Skylaris,2013,,,0000-0003-2933-0719,1
10.1021/CT400279D,Polarized Protein-Specific Charges from Atoms-in-Molecule Electron Density Partitioning,Louis P. Lee; Daniel J. Cole; Chris-Kriton Skylaris; William L. Jorgensen; Mike C. Payne,2013,,,0000-0003-2933-0719,1
10.1021/JZ402000C,Toward Ab Initio Optical Spectroscopy of the Fenna–Matthews–Olson Complex,Daniel J. Cole; Alex W. Chin; Nicholas D. M. Hine; Peter D. Haynes; Mike C. Payne,2013,,,0000-0003-2933-0719,1
10.1016/J.BMCL.2013.05.071,3-Aryl-3-arylmethoxyazetidines. A new class of high affinity ligands for monoamine transporters,Amber Thaxton; Sari Izenwasser; Dean Wade; Edwin D. Stevens; David L. Mobley; Vivian Jaber; Stacey A. Lomenzo; Mark L. Trudell,2013,,,0000-0002-1083-5533,1
10.1016/J.JMB.2013.07.030,Blind Prediction of Charged Ligand Binding Affinities in a Model Binding Site,Gabriel J. Rocklin; Sarah E. Boyce; Marcus Fischer; Inbar Fish; David L. Mobley; Brian K. Shoichet; Ken A. Dill,2013,,,0000-0002-1083-5533,1
10.1063/1.4826261,Calculating the binding free energies of charged species based on explicit-solvent simulations employing lattice-sum methods: An accurate correction scheme for electrostatic finite-size effects,Gabriel J. Rocklin; David L. Mobley; Ken A. Dill; Philippe H. Hünenberger,2013,,,0000-0002-1083-5533,1
10.1021/CT400315Q,Calculating the Sensitivity and Robustness of Binding Free Energy Calculations to Force Field Parameters,Gabriel J. Rocklin; David L. Mobley; Ken A. Dill,2013,,,0000-0002-1083-5533,1
10.1146/ANNUREV-BIOPHYS-083012-130318,Entropy-Enthalpy Compensation: Role and Ramifications in Biomolecular Ligand Recognition and Design,John D. Chodera; David L. Mobley,2013,,,0000-0002-1083-5533,1
10.1007/S10822-012-9622-6,Erratum to: Predicting hydration free energies using all-atom molecular dynamics simulations and multiple starting conformations,Pavel V. Klimovich; David L. Mobley,2013,,,0000-0002-1083-5533,1
10.1007/S10822-013-9678-Y,Lead optimization mapper: automating free energy calculations for lead optimization,Shuai Liu; Yujie Wu; Teng Lin; Robert Abel; Jonathan P. Redmann; Christopher M. Summa; Vivian R. Jaber; Nathan M. Lim; David L. Mobley,2013,,,0000-0002-1083-5533,1
10.1063/1.4792251,Separated topologies—A method for relative binding free energy calculations using orientational restraints,Gabriel J. Rocklin; David L. Mobley; Ken A. Dill,2013,,,0000-0002-1083-5533,1
10.1021/CT4005068,Using Multistate Reweighting to Rapidly and Efficiently Explore Molecular Simulation Parameters Space for Nonbonded Interactions,Himanshu Paliwal; Michael R. Shirts,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/CT400109A,Effects of Temperature Control Algorithms on Transport Properties and Kinetics in Molecular Dynamics Simulations,Joseph E. Basconi; Michael R. Shirts,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1093/BIOINFORMATICS/BTT055,GROMACS 4.5: a high-throughput and highly parallel open source molecular simulation toolkit,Sander Pronk; Szilárd Páll; Roland Schulz; Per Larsson; Pär Bjelkmar; Rossen Apostolov; Michael R. Shirts; Jeremy C. Smith; Peter M. Kasson; David van der Spoel; Berk Hess; Erik Lindahl,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/CT300688P,Simple Quantitative Tests to Validate Sampling from Thermodynamic Ensembles,Michael R. Shirts,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/JA407287F,Glycoside Hydrolase Processivity Is Directly Related to Oligosaccharide Binding Free Energy,Christina M. Payne; Wei Jiang; Michael R. Shirts; Michael E. Himmel; Michael F. Crowley; Gregg T. Beckham,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1007/S10822-013-9689-8,Identifying ligand binding sites and poses using GPU-accelerated Hamiltonian replica exchange molecular dynamics,Kai Wang; John D. Chodera; Yanzhi Yang; Michael R. Shirts,2013,,,0000-0003-3249-1097,1
10.1063/1.4801332,Multistate reweighting and configuration mapping together accelerate the efficiency of thermodynamic calculations as a function of molecular geometry by orders of magnitude,Himanshu Paliwal; Michael R. Shirts,2013,,,0000-0003-3249-1097,1
10.1021/CT300857J,"OpenMM 4: A Reusable, Extensible, Hardware Independent Library for High Performance Molecular Simulation",Peter Eastman; Mark S. Friedrichs; John D. Chodera; Randall J. Radmer; Christopher M. Bruns; Joy P. Ku; Kyle A. Beauchamp; Thomas J. Lane; Lee-Ping Wang; Diwakar Shukla; Tony Tye; Mike Houston; Timo Stich; Christoph Klein; Michael R. Shirts; Vijay S. Pande,2013,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/JZ3004188,Ligand Discrimination in Myoglobin from Linear-Scaling DFT+<i>U</i>,Daniel J. Cole; David D. O’Regan; Mike C. Payne,2012,,,0000-0003-2933-0719,1
10.1007/S10822-011-9528-8,Alchemical prediction of hydration free energies for SAMPL,David L. Mobley; Shaui Liu; David S. Cerutti; William C. Swope; Julia E. Rice,2012,,,0000-0002-1083-5533,1
10.1007/S10822-011-9497-Y,Let’s get honest about sampling,David L. Mobley,2012,,,0000-0002-1083-5533,1
10.1063/1.4769292,Perspective: Alchemical free energy calculations for drug discovery,David L. Mobley; Pavel V. Klimovich,2012,,,0000-0002-1083-5533,1
10.1021/JP209041X,Configurational Preferences of Arylamide α-Helix Mimetics via Alchemical Free Energy Calculations of Relative Binding Affinities,Jonathan C. Fuller; Richard M. Jackson; Michael R. Shirts,2012,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1007/978-1-61779-465-0_26,Best Practices in Free Energy Calculations for Drug Design,Michael R. Shirts,2012,,,0000-0003-3249-1097,1
10.1007/S11095-011-0538-Y,Distinct Aggregation Mechanisms of Monoclonal Antibody Under Thermal and Freeze-Thaw Stresses Revealed by Hydrogen Exchange,Aming Zhang; Satish K. Singh; Michael R. Shirts; Sandeep Kumar; Erik J. Fernandez,2012,,,0000-0003-3249-1097,1
10.1371/JOURNAL.PONE.0043253,Modeling of Arylamide Helix Mimetics in the p53 Peptide Binding Site of hDM2 Suggests Parallel and Anti-Parallel Conformations Are Both Stable,Jonathan C. Fuller; Richard M. Jackson; Thomas A. Edwards; Andrew J. Wilson; Michael R. Shirts,2012,,,0000-0003-3249-1097,1
10.1063/1.3697833,Optimal pairwise and non-pairwise alchemical pathways for free energy calculations of molecular transformation in solution phase,Tri T. Pham; Michael R. Shirts,2012,,,0000-0003-3249-1097,1
10.1074/JBC.M112.365510,Product Binding Varies Dramatically between Processive and Nonprocessive Cellulase Enzymes,Lintao Bu; Mark R. Nimlos; Michael R. Shirts; Jerry Ståhlberg; Michael E. Himmel; Michael F. Crowley; Gregg T. Beckham,2012,,,0000-0003-3249-1097,1
10.1371/JOURNAL.PCBI.1002096,Interrogation of the Protein-Protein Interactions between Human BRCA2 BRC Repeats and RAD51 Reveals Atomistic Determinants of Affinity,Daniel J. Cole; Eeson Rajendra; Meredith Roberts-Thomson; Bryn Hardwick; Grahame J. McKenzie; Mike C. Payne; Ashok R. Venkitaraman; Chris-Kriton Skylaris,2011,,,0000-0003-2933-0719,1
10.1021/JZ200765Z,Ion Adsorption at the Graphene/Electrolyte Interface,Daniel J. Cole; Priscilla K. Ang; Kian Ping Loh,2011,,,0000-0003-2933-0719,1
10.1021/JP210487K,Correction to “Charge Asymmetries in Hydration of Polar Solutes”,David L. Mobley; Janene R. Baker; Alan E. Barber; Christopher J. Fennell; Ken A. Dill,2011,,,0000-0002-1083-5533,1
10.1021/JP108173F,Comparison of Charge Models for Fixed-Charge Force Fields: Small Molecule Hydration Free Energies in Explicit Solvent,David L. Mobley; Élise Dumont; John D. Chodera; Ken A. Dill,2011,,,0000-0002-1083-5533,1
10.1021/CT200377W,Small Molecule Solvation Free Energy: Enhanced Conformational Sampling Using Expanded Ensemble Molecular Dynamics Simulation,Andrew S. Paluch; David L. Mobley; Edward J. Maginn,2011,,,0000-0002-1083-5533,1
10.1021/CT2003995,A Benchmark Test Set for Alchemical Free Energy Transformations and Its Use to Quantify Error in Common Free Energy Methods,Himanshu Paliwal; Michael R. Shirts,2011,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1063/1.3592152,Dynamical reweighting: Improved estimates of dynamical properties from simulations at multiple temperatures,John D. Chodera; William C. Swope; Frank Noé; Jan-Hendrik Prinz; Michael R. Shirts; Vijay S. Pande,2011,,,0000-0003-3249-1097,1
10.1063/1.3607597,Identifying low variance pathways for free energy calculations of molecular transformations in solution phase,Tri T. Pham; Michael R. Shirts,2011,,,0000-0003-3249-1097,1
10.1074/JBC.M110.212076,Probing Carbohydrate Product Expulsion from a Processive Cellulase with Multiple Absolute Binding Free Energy Methods,Lintao Bu; Gregg T. Beckham; Michael R. Shirts; Mark R. Nimlos; William S. Adney; Michael E. Himmel; Michael F. Crowley,2011,,,0000-0003-3249-1097,1
10.1063/1.3660669,Replica exchange and expanded ensemble simulations as Gibbs sampling: Simple improvements for enhanced mixing,John D. Chodera; Michael R. Shirts,2011,,,0000-0003-3249-1097,1
10.1021/JP910674D,Current Status of the AMOEBA Polarizable Force Field,Jay W. Ponder; Chuanjie Wu; Pengyu Ren; Vijay S. Pande; John D. Chodera; Michael J. Schnieders; Imran Haque; David L. Mobley; Daniel S. Lambrecht; Robert A. DiStasio; Martin Head-Gordon; Gary N. I. Clark; Margaret E. Johnson; Teresa Head-Gordon,2010,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1007/S10822-010-9343-7,Predicting hydration free energies using all-atom molecular dynamics simulations and multiple starting conformations,Pavel V. Klimovich; David L. Mobley,2010,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1016/J.BMC.2010.09.060,Synthesis and structure–activity studies of benzyl ester meperidine and normeperidine derivatives as selective serotonin transporter ligands,Xiaobo Gu; Sari Izenwasser; Dean Wade; Amy Housman; Gerard Gulasey; Jill B. Rhoden; Christopher D. Savoie; David L. Mobley; Stacey A. Lomenzo; Mark L. Trudell,2010,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1016/J.SCRIPTAMAT.2009.02.058,Multiscale mechanics modeling of direct silicon wafer bonding,Dhirendra V. Kubair; Daniel J. Cole; Lucio Colombi Ciacchi; S Mark Spearing,2009,,,0000-0003-2933-0719,1
10.1039/B816125A,Water structuring and collagen adsorption at hydrophilic and hydrophobic silicon surfaces,Daniel J. Cole; Mike C. Payne; Lucio Colombi Ciacchi,2009,,,0000-0003-2933-0719,1
10.1016/J.STR.2009.02.010,Binding of Small-Molecule Ligands to Proteins: “What You See” Is Not Always “What You Get”,David L. Mobley; Ken A. Dill,2009,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1016/J.JMB.2009.09.049,Predicting Ligand Binding Affinity with Alchemical Free Energy Methods in a Polar Model Binding Site,Sarah E. Boyce; David L. Mobley; Gabriel J. Rocklin; Alan P. Graves; Ken A. Dill; Brian K. Shoichet,2009,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/JP806838B,Predictions of Hydration Free Energies from All-Atom Molecular Dynamics Simulations,David L. Mobley; Christopher I. Bayly; Matthew D. Cooper; Ken A. Dill,2009,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/CT9001812,Quantifying Correlations Between Allosteric Sites in Thermodynamic Ensembles,Christopher L. McClendon; Gregory Friedland; David L. Mobley; Homeira Amirkhani; Matthew P. Jacobson,2009,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1016/J.BMCL.2009.10.087,Synthesis and monoamine transporter affinity of 3α-arylmethoxy-3β-arylnortropanes,Harneet Kaur; Sari Izenwasser; Abha Verma; Dean Wade; Amy Housman; Edwin D. Stevens; David L. Mobley; Mark L. Trudell,2009,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/JP804078N,Stress-Driven Oxidation Chemistry of Wet Silicon Surfaces,Lucio Colombi Ciacchi; Daniel J. Cole; Mike C. Payne; Peter Gumbsch,2008,,,0000-0003-2933-0719,1
10.1021/JP709958F,Charge Asymmetries in Hydration of Polar Solutes,David L. Mobley; Alan E. Barber; Christopher J. Fennell; Ken A. Dill,2008,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/JM070549+,Predicting Small-Molecule Solvation Free Energies: An Informal Blind Test for Computational Chemistry,Anthony Nicholls; David L. Mobley; J. Peter Guthrie; John D. Chodera; Christopher I. Bayly; Matthew D. Cooper; Vijay S. Pande,2008,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/JP0764384,Treating Entropy and Conformational Changes in Implicit Solvent Simulations of Small Molecules,David L. Mobley; Ken A. Dill; John D. Chodera,2008,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1063/1.3033406,"Erratum: “Comparison of efficiency and bias of free energies computed by exponential averaging, the Bennett acceptance ratio, and thermodynamic integration” [J. Chem. Phys. 122, 144107 (2005)]",Michael R. Shirts; Vijay S. Pande,2008,,,0000-0003-3249-1097,1
10.1063/1.2978177,Statistically optimal analysis of samples from multiple equilibrium states,Michael R. Shirts; John D. Chodera,2008,,,0000-0003-3249-1097,1
10.1063/1.2799196,Development of a classical force field for the oxidized Si surface: Application to hydrophilic wafer bonding,Daniel J. Cole; Mike C. Payne; Gábor Csányi; S. Mark Spearing; Lucio Colombi Ciacchi,2007,,,0000-0003-2933-0719,1
10.1016/J.SUSC.2007.08.013,Stress development and impurity segregation during oxidation of the Si(100) surface,Daniel J. Cole; Mike C. Payne; Lucio Colombi Ciacchi,2007,,,0000-0003-2933-0719,1
10.1021/JP0667442,Comparison of Charge Models for Fixed-Charge Force Fields:  Small-Molecule Hydration Free Energies in Explicit Solvent,David L. Mobley; Élise Dumont; John D. Chodera; Ken A. Dill,2007,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/CT700032N,Confine-and-Release Method:  Obtaining Correct Binding Free Energies in the Presence of Protein Conformational Change,David L. Mobley; John D. Chodera; Ken A. Dill,2007,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1063/1.2799191,Nonlinear scaling schemes for Lennard-Jones interactions in free energy calculations,Thomas Steinbrecher; David L. Mobley; David A. Case,2007,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1016/J.JMB.2007.06.002,Predicting Absolute Ligand Binding Free Energies to a Simple Model Site,David L. Mobley; Alan P. Graves; John D. Chodera; Andrea C. McReynolds; Brian K. Shoichet; Ken A. Dill,2007,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1021/CT700166F,Improved Methods for Side Chain and Loop Predictions via the Protein Local Optimization Program:  Variable Dielectric Model for Implicitly Improving the Treatment of Polarization Effects,Kai Zhu; Michael R. Shirts; Richard A. Friesner,2007,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/CT600129F,Multiscale Optimization of a Truncated Newton Minimization Algorithm and Application to Proteins and Protein−Ligand Complexes,Kai Zhu; Michael R. Shirts; Richard A. Friesner; Matthew P. Jacobson,2007,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1063/1.2221683,On the use of orientational restraints and symmetry corrections in alchemical free energy calculations,David L. Mobley; John D. Chodera; Ken A. Dill,2006,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1063/1.2221680,Parallelized-over-parts computation of absolute binding free energy with docking and molecular dynamics,Guha Jayachandran; Michael R. Shirts; Sanghyun Park; Vijay S. Pande,2006,,,0000-0003-3249-1097,1
10.1016/J.JMB.2005.11.058,The Solvation Interface is a Determining Factor in Peptide Conformational Preferences,Eric J. Sorin; Young Min Rhee; Michael R. Shirts; Vijay S. Pande,2006,,,0000-0003-3249-1097,1
10.1063/1.1873592,"Comparison of efficiency and bias of free energies computed by exponential averaging, the Bennett acceptance ratio, and thermodynamic integration",Michael R. Shirts; Vijay S. Pande,2005,,,0000-0003-3249-1097,1
10.1063/1.1999637,Direct calculation of the binding free energies of FKBP ligands,Hideaki Fujitani; Yoshiaki Tanida; Masakatsu Ito; Guha Jayachandran; Christopher D. Snow; Michael R. Shirts; Eric J. Sorin; Vijay S. Pande,2005,,,0000-0003-3249-1097,1
10.1063/1.1877132,Solvation free energies of amino acid side chain analogs for common molecular mechanics water models,Michael R. Shirts; Vijay S. Pande,2005,,,0000-0003-3249-1097,1
10.1529/BIOPHYSJ.103.032342,Modeling Amyloid β-Peptide Insertion into Lipid Bilayers,David L. Mobley; Daniel L. Cox; Rajiv R.P. Singh; Michael W. Maddox; Marjorie L. Longo,2004,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1002/BIP.10219,Atomistic protein folding simulations on the submillisecond time scale using worldwide distributed computing,Vijay S. Pande; Ian Baker; Jarrod Chapman; Sidney P. Elmer; Siraj Khaliq; Stefan M. Larson; Young Min Rhee; Michael R. Shirts; Christopher D. Snow; Eric J. Sorin; Bojan Zagrovic,2003,,,0000-0003-3249-1097,1
10.1103/PHYSREVLETT.91.140601,Equilibrium Free Energies from Nonequilibrium Measurements Using Maximum-Likelihood Methods,Michael R. Shirts; Eric Bair; Giles Hooker; Vijay S. Pande,2003,,,0000-0003-3249-1097,1
10.1063/1.1587119,Extremely precise free energy calculations of amino acid side chain analogs: Comparison of common molecular mechanics force fields for proteins,Michael R. Shirts; Jed W. Pitera; William C. Swope; Vijay S. Pande,2003,,,0000-0003-3249-1097,1
10.1063/1.1503306,Deviations from the Boltzmann distribution in small microcanonical quantum systems: Two approximate one-particle energy distributions,Randall B. Shirts; Michael R. Shirts,2002,,,0000-0003-3249-1097,1
10.1016/S0022-2836(02)00997-X,Simulation of Folding of a Small Alpha-helical Protein in Atomistic Detail using Worldwide-distributed Computing,Bojan Zagrovic; Christopher D. Snow; Michael R. Shirts; Vijay S. Pande,2002,,,0000-0003-3249-1097,1
10.1016/S0022-2836(02)01244-5,Corrigendum to “Simulation of Folding of a Small Alpha-helical Protein in Atomistic Detail using Worldwide-distributed Computing”,Bojan Zagrovic; Christopher D. Snow; Michael R. Shirts; Vijay S. Pande,2002,,,0000-0003-3249-1097,1
10.1103/PHYSREVLETT.86.4983,Mathematical Analysis of Coupled Parallel Simulations,Michael R. Shirts; Vijay S. Pande,2001,,,0000-0003-3249-1097,1
10.26434/CHEMRXIV-2025-SMXHS,Efficient binding affinity estimation for fragment-based compounds using a separated topologies approach,Ana-Maria Caldaruse; Hannah Baumann; David Mobley,2025,,,0000-0002-1083-5533,0
10.22541/AU.174562565.51283311/V1,Assessment of Pharmaceutical Protein-Ligand Pose and Affinity Predictions in CASP16,Michael Gilson; Jerome Eberhardt; Peter Škrinjar; Janani Durairaj; Xavier Robin; Andriy Kryshtafovych,2025,,,0000-0002-3375-1738,0
10.1093/NAR/GKAE1075,BindingDB in 2024: a FAIR knowledgebase of protein-small molecule binding data,Tiqing Liu; Linda Hwang; Stephen K Burley; Carmen I Nitsche; Christopher Southan; W Patrick Walters; Michael K Gilson,2025,,,0000-0002-3375-1738,0
10.26434/CHEMRXIV-2023-383M4-V3,GOPAL: A water model with improved thermodynamic properties over a large pressure and temperature range optimized using multistate reweighting and configuration space mapping,Himanshu Paliwal; Michael Shirts,2025,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2024-XCZFB,Active learning driven prioritisation of compounds from on-demand libraries targeting the SARS-CoV-2 main protease,Ben Cree; Mateusz Bieniek; Siddique Amin; Akane Kawamura; Daniel Cole,2024,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV-2024-SPW5S,Evaluating the functional importance of conformer-dependent atomic partial charge assignment,Meghan Osato; Hannah Baumann; Jennifer Huang; Irfan Alibay; David Mobley,2024,,,0000-0002-1083-5533,0
10.1021/ACS.JCIM.4C01710,Konnektor: A Framework for Using Graph Theory to Plan Networks for Free Energy Calculations,Benjamin Ries; Richard J. Gowers; Hannah M. Baumann; David W. H. Swenson; Michael M. Henry; James R. B. Eastwood; Irfan Alibay; David Mobley,2024,,,0000-0002-1083-5533,0
10.1101/2024.10.06.616870,ProteinAligner: A Multi-modal Pretraining Framework for Protein Foundation Models,Li Zhang; Han Guo; Leah V Schaffer; Young Su Ko; Digvijay Singh; Hamid Rahmani; Danielle Grotjahn; Elizabeth Villa; Michael Gilson; Wei Wang; Trey Ideker; Eric Xing; Pengtao Xie,2024,,,0000-0002-3375-1738,0
10.1021/ACS.JCTC.3C01173,Free Energy Density of a Fluid and Its Role in Solvation and Binding,Michael K Gilson; Tom Kurtzman,2024,,,0000-0002-3375-1738,0
10.26434/CHEMRXIV-2023-383M4-V2,A water model with improved thermodynamic properties over a large pressure and temperature range optimized using multistate reweighting and configuration space mapping,Himanshu Paliwal; Michael Shirts,2023,,,0000-0003-3249-1097,0
10.26434/CHEMRXIV-2023-383M4,A water model with improved thermodynamic properties over a large pressure and temperature range optimized using multistate reweighting and configuration space mapping,Himanshu Paliwal; Michael Shirts,2023,,,0000-0003-3249-1097; 0000-0003-3249-1097,0
10.26434/CHEMRXIV-2022-HR5Q4-V2,An Open-Source Molecular Builder and Free Energy Preparation Workflow,Mateusz Bieniek; Ben Cree; Rachael Pirie; Joshua Horton; Natalie Tatum; Daniel Cole,2022,,,0000-0003-2933-0719,0
10.26434/CHEMRXIV-2022-HR5Q4,An Open-Source Molecular Builder and Free Energy Preparation Workflow,Mateusz Bieniek; Ben Cree; Rachael Pirie; Joshua Horton; Natalie Tatum; Daniel Cole,2022,,,0000-0003-2933-0719,0
10.33011/LIVECOMS.4.1.1497,"Best Practices for Constructing, Preparing, and Evaluating Protein-Ligand Binding Affinity Benchmarks [Article v1.0]",David Hahn; Christopher Bayly; Melissa L. Boby; Hannah Bruce Macdonald; John Chodera; Vytautas Gapsys; Antonia Mey; David Mobley; Laura Perez Benito; Christina Schindler; Gary Tresadern; Gregory Warren,2022,,,0000-0002-1083-5533,0
10.26434/CHEMRXIV-2022-LWD0H,An Overview of the SAMPL8 Host-Guest BindingChallenge,Martin Amezcua; Jeffry Setiadi; Yunhui Ge; David Mobley,2022,,,0000-0002-1083-5533,0
10.1007/S10822-022-00452-7,SAMPL7 protein-ligand challenge: A community-wide evaluation of computational methods against fragment screening and pose-prediction,Harold Grosjean; Mehtap Işık; Anthony Aimon; David Mobley; John Chodera; Frank von Delft; Philip C Biggin,2022,,,0000-0002-1083-5533,0
